station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
JFK,2020-02-03 09:51,39.00,35.00,85.76,240.00,10.00,0.00,29.68,1005.60,10.00,M,BKN,M,M,M,4800.00,M,M,M,M,M,M,M,M,M,M,31.75,KJFK 030951Z 24010KT 10SM BKN048 04/02 A2968 RMK AO2 PRESRR SLP056 T00390017 $,M
JFK,2020-02-03 10:51,39.00,36.00,88.87,230.00,9.00,0.00,29.72,1006.90,10.00,M,BKN,M,M,M,4900.00,M,M,M,M,M,M,M,M,M,M,32.22,KJFK 031051Z 23009KT 10SM BKN049 04/02 A2972 RMK AO2 SLP069 T00390022 $,M
JFK,2020-02-03 11:51,39.00,37.00,92.45,240.00,11.00,0.00,29.77,1008.60,7.00,M,BKN,M,M,M,4200.00,M,M,M,M,M,M,M,M,M,M,31.31,KJFK 031151Z 24011KT 7SM BKN042 04/03 A2977 RMK AO2 SLP086 6//// 7//// T00390028 10044 20028 53044 $,M
JFK,2020-02-03 12:51,40.00,37.00,89.27,240.00,11.00,0.00,29.81,1010.00,8.00,M,BKN,M,M,M,4000.00,M,M,M,M,M,M,M,M,M,M,32.45,KJFK 031251Z 24011KT 8SM BKN040 04/03 A2981 RMK AO2 SLP100 T00440028 $,M
JFK,2020-02-03 13:51,41.00,37.00,85.54,240.00,17.00,0.00,29.85,1011.30,10.00,M,BKN,M,M,M,4400.00,M,M,M,M,M,M,M,M,M,M,31.87,KJFK 031351Z 24017KT 10SM BKN044 05/03 A2985 RMK AO2 SLP113 T00500028 $,M
JFK,2020-02-03 14:51,42.00,38.00,84.93,240.00,14.00,0.00,29.88,1012.30,10.00,M,BKN,M,M,M,4400.00,M,M,M,M,M,M,M,M,M,M,34.18,KJFK 031451Z 24014KT 10SM BKN044 06/03 A2988 RMK AO2 SLP123 T00560033 51037 $,M
JFK,2020-02-03 15:51,45.00,38.00,76.01,230.00,12.00,0.00,29.89,1012.70,10.00,M,BKN,M,M,M,4500.00,M,M,M,M,M,M,M,M,M,M,38.55,KJFK 031551Z 23012KT 10SM BKN045 07/03 A2989 RMK AO2 SLP127 T00720033 $,M
JFK,2020-02-03 16:51,50.00,37.00,60.79,230.00,12.00,0.00,29.89,1012.70,10.00,M,SCT,BKN,M,M,3700.00,4600.00,M,M,M,M,M,M,M,M,M,44.91,KJFK 031651Z 23012KT 10SM SCT037 BKN046 10/03 A2989 RMK AO2 SLP127 T01000028 $,M
JFK,2020-02-03 17:51,52.00,36.00,54.26,250.00,11.00,0.00,29.88,1011.70,10.00,M,SCT,M,M,M,3900.00,M,M,M,M,M,M,M,M,M,M,52.00,KJFK 031751Z 25011KT 10SM SCT039 11/02 A2988 RMK AO2 SLP117 T01110022 10111 20039 58007,M
JFK,2020-02-03 18:51,53.00,36.00,52.11,230.00,10.00,0.00,29.86,1011.00,10.00,M,FEW,FEW,M,M,4200.00,25000.00,M,M,M,M,M,M,M,M,M,53.10,KJFK 031851Z 23010KT 10SM FEW042 FEW250 12/02 A2986 RMK AO2 SLP110 T01170022,M
JFK,2020-02-03 19:51,53.00,37.00,54.21,210.00,11.00,0.00,29.85,1010.80,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,53.10,KJFK 031951Z 21011KT 10SM FEW250 12/03 A2985 RMK AO2 SLP108 T01170028,M
JFK,2020-02-03 20:51,53.00,37.00,54.21,180.00,8.00,0.00,29.84,1010.60,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,53.10,KJFK 032051Z 18008KT 10SM FEW250 12/03 A2984 RMK AO2 SLP106 T01170028 56012,M
JFK,2020-02-03 21:51,48.00,37.00,65.51,180.00,6.00,0.00,29.87,1011.40,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,44.80,KJFK 032151Z 18006KT 10SM FEW250 09/03 A2987 RMK AO2 SLP114 T00890028,M
JFK,2020-02-03 22:51,47.00,36.00,65.63,220.00,7.00,0.00,29.89,1012.00,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,42.94,KJFK 032251Z 22007KT 10SM FEW250 08/02 A2989 RMK AO2 SLP120 T00830022,M
JFK,2020-02-03 23:51,48.00,35.00,60.76,210.00,8.00,0.00,29.90,1012.30,10.00,M,SCT,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,43.82,KJFK 032351Z 21008KT 10SM SCT250 09/02 A2990 RMK AO2 SLP123 T00890017 10128 20072 51018,M
JFK,2020-02-04 00:51,46.00,35.00,65.52,130.00,4.00,0.00,29.89,1012.00,10.00,M,FEW,SCT,M,M,22000.00,25000.00,M,M,M,M,M,M,M,M,M,43.77,KJFK 040051Z 13004KT 10SM FEW220 SCT250 08/02 A2989 RMK AO2 SLP120 T00780017,M
JFK,2020-02-04 01:51,44.00,37.00,75.93,0.00,0.00,0.00,29.89,1011.90,10.00,M,SCT,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,44.10,KJFK 040151Z 00000KT 10SM SCT250 07/03 A2989 RMK AO2 SLP119 T00670028,M
JFK,2020-02-04 02:51,44.00,39.00,82.12,180.00,8.00,0.00,29.88,1011.90,10.00,M,SCT,BKN,M,M,20000.00,25000.00,M,M,M,M,M,M,M,M,M,39.02,KJFK 040251Z 18008KT 10SM SCT200 BKN250 07/04 A2988 RMK AO2 SLP119 T00670039 56005,M
JFK,2020-02-04 03:51,43.00,37.00,79.19,160.00,5.00,0.00,29.87,1011.40,10.00,M,BKN,M,M,M,22000.00,M,M,M,M,M,M,M,M,M,M,39.46,KJFK 040351Z 16005KT 10SM BKN220 06/03 A2987 RMK AO2 SLP114 T00610028,M
JFK,2020-02-04 04:51,44.00,39.00,82.12,170.00,5.00,0.00,29.86,1011.20,10.00,M,SCT,BKN,M,M,22000.00,26000.00,M,M,M,M,M,M,M,M,M,40.77,KJFK 040451Z 17005KT 10SM SCT220 BKN260 07/04 A2986 RMK AO2 SLP112 T00670039 401280022,M
JFK,2020-02-04 05:51,41.00,39.00,92.52,80.00,4.00,0.00,29.83,1010.10,10.00,M,BKN,M,M,M,24000.00,M,M,M,M,M,M,M,M,M,M,37.93,KJFK 040551Z 08004KT 10SM BKN240 05/04 A2983 RMK AO2 SLP101 T00500039 10094 20050 58017,M
JFK,2020-02-04 06:51,42.00,39.00,88.67,60.00,4.00,0.00,29.82,1009.80,10.00,M,BKN,M,M,M,23000.00,M,M,M,M,M,M,M,M,M,M,39.21,KJFK 040651Z 06004KT 10SM BKN230 06/04 A2982 RMK AO2 SLP098 T00560039,M
JFK,2020-02-04 07:51,40.00,38.00,92.48,60.00,5.00,0.00,29.81,1009.40,10.00,M,OVC,M,M,M,21000.00,M,M,M,M,M,M,M,M,M,M,35.78,KJFK 040751Z 06005KT 10SM OVC210 04/03 A2981 RMK AO2 SLP094 T00440033,M
JFK,2020-02-04 08:51,41.00,40.00,95.82,10.00,6.00,0.00,29.80,1009.10,10.00,M,OVC,M,M,M,18000.00,M,M,M,M,M,M,M,M,M,M,36.37,KJFK 040851Z 01006KT 10SM OVC180 05/04 A2980 RMK AO2 SLP091 T00500044 56010,M
JFK,2020-02-04 09:51,43.00,40.00,88.71,330.00,3.00,0.00,29.81,1009.50,10.00,M,OVC,M,M,M,15000.00,M,M,M,M,M,M,M,M,M,M,41.26,KJFK 040951Z 33003KT 10SM OVC150 06/04 A2981 RMK AO2 SLP095 T00610044,M
JFK,2020-02-04 10:51,43.00,40.00,88.71,20.00,9.00,0.00,29.77,1008.20,10.00,M,OVC,M,M,M,12000.00,M,M,M,M,M,M,M,M,M,M,37.19,KJFK 041051Z 02009KT 10SM OVC120 06/04 A2977 RMK AO2 SLP082 T00610044,M
JFK,2020-02-04 11:22,43.00,40.00,88.71,0.00,0.00,0.00,29.85,M,10.00,M,SCT,BKN,OVC,M,900.00,7500.00,11000.00,M,M,M,M,M,M,M,M,43.00,KJFK 041122Z 00000KT 10SM SCT009 BKN075 OVC110 06/04 A2985 RMK AO2 PRESRR T00610044,M
JFK,2020-02-04 11:51,43.00,40.00,88.71,320.00,7.00,T,29.84,1010.30,10.00,M,FEW,BKN,OVC,M,900.00,8500.00,11000.00,M,-RA,M,M,M,M,M,M,38.19,KJFK 041151Z 32007KT 10SM -RA FEW009 BKN085 OVC110 06/04 A2984 RMK AO2 RAB38 SLP103 P0000 60000 T00610044 10067 20039 53012,M
JFK,2020-02-04 12:51,44.00,41.00,88.77,320.00,5.00,T,29.83,1010.00,9.00,M,FEW,BKN,OVC,M,1200.00,8000.00,9500.00,M,-RA,M,M,M,M,M,M,40.77,KJFK 041251Z 32005KT 9SM -RA FEW012 BKN080 OVC095 07/05 A2983 RMK AO2 SLP100 P0000 T00670050,M
JFK,2020-02-04 13:51,44.00,41.00,88.77,210.00,3.00,T,29.85,1010.80,9.00,M,FEW,SCT,OVC,M,1200.00,7500.00,9000.00,M,-RA,M,M,M,M,M,M,42.52,KJFK 041351Z 21003KT 9SM -RA FEW012 SCT075 OVC090 07/05 A2985 RMK AO2 SLP108 P0000 T00670050,M
JFK,2020-02-04 14:51,44.00,41.00,88.77,250.00,3.00,T,29.86,1011.00,10.00,M,FEW,OVC,M,M,7500.00,10000.00,M,M,-RA,M,M,M,M,M,M,42.52,KJFK 041451Z 25003KT 10SM -RA FEW075 OVC100 07/05 A2986 RMK AO2 RAE1359B27 SLP110 P0000 60000 T00670050 53006,M
JFK,2020-02-04 15:51,46.00,43.00,89.20,250.00,4.00,T,29.86,1011.00,10.00,M,FEW,OVC,M,M,6500.00,8500.00,M,M,-RA,M,M,M,M,M,M,43.77,KJFK 041551Z 25004KT 10SM -RA FEW065 OVC085 08/06 A2986 RMK AO2 SLP110 P0000 T00780061,M
JFK,2020-02-04 16:51,47.00,43.00,86.21,240.00,5.00,T,29.83,1010.10,10.00,M,FEW,BKN,OVC,M,7000.00,9000.00,14000.00,M,M,M,M,M,M,M,M,44.09,KJFK 041651Z 24005KT 10SM FEW070 BKN090 OVC140 08/06 A2983 RMK AO2 RAE08 SLP101 P0000 T00830061,M
JFK,2020-02-04 17:51,47.00,43.00,86.21,210.00,7.00,T,29.79,1008.80,10.00,M,BKN,OVC,M,M,8000.00,14000.00,M,M,-RA,M,M,M,M,M,M,42.94,KJFK 041751Z 21007KT 10SM -RA BKN080 OVC140 08/06 A2979 RMK AO2 RAB41 SLP088 P0000 60000 T00830061 10089 20061 58022,M
JFK,2020-02-04 18:51,49.00,44.00,83.42,230.00,6.00,T,29.76,1007.90,10.00,M,SCT,BKN,OVC,M,8000.00,14000.00,22000.00,M,M,M,M,M,M,M,M,45.88,KJFK 041851Z 23006KT 10SM SCT080 BKN140 OVC220 09/07 A2976 RMK AO2 RAE1752B09E21 SLP079 P0000 T00940067,M
JFK,2020-02-04 19:51,51.00,46.00,82.62,240.00,7.00,0.00,29.77,1007.90,10.00,M,FEW,BKN,BKN,M,8000.00,13000.00,25000.00,M,M,M,M,M,M,M,M,51.10,KJFK 041951Z 24007KT 10SM FEW080 BKN130 BKN250 11/08 A2977 RMK AO2 SLP079 T01060078,M
JFK,2020-02-04 20:51,53.00,46.00,76.75,230.00,8.00,0.00,29.77,1007.90,10.00,M,FEW,BKN,BKN,M,7000.00,13000.00,25000.00,M,M,M,M,M,M,M,M,53.10,KJFK 042051Z 23008KT 10SM FEW070 BKN130 BKN250 12/08 A2977 RMK AO2 SLP079 60000 T01170078 56009,M
JFK,2020-02-04 21:51,51.00,46.00,82.62,220.00,4.00,0.00,29.77,1008.20,10.00,M,FEW,BKN,BKN,BKN,6000.00,11000.00,13000.00,23000.00,M,M,M,M,M,M,M,51.10,KJFK 042151Z 22004KT 10SM FEW060 BKN110 BKN130 BKN230 11/08 A2977 RMK AO2 SLP082 T01060078,M
JFK,2020-02-04 22:51,48.00,44.00,86.28,200.00,4.00,0.00,29.80,1009.10,10.00,M,SCT,BKN,BKN,M,11000.00,14000.00,25000.00,M,M,M,M,M,M,M,M,46.10,KJFK 042251Z 20004KT 10SM SCT110 BKN140 BKN250 09/07 A2980 RMK AO2 SLP091 T00890067,M
JFK,2020-02-04 23:51,51.00,45.00,79.54,150.00,4.00,0.00,29.81,1009.30,10.00,M,FEW,BKN,BKN,OVC,6000.00,10000.00,13000.00,18000.00,M,M,M,M,M,M,M,51.10,KJFK 042351Z 15004KT 10SM FEW060 BKN100 BKN130 OVC180 11/07 A2981 RMK AO2 SLP093 60000 T01060072 10117 20083 51014,M
JFK,2020-02-05 00:51,50.00,45.00,82.86,0.00,0.00,0.00,29.80,1008.90,10.00,M,BKN,OVC,M,M,6500.00,9500.00,M,M,M,M,M,M,M,M,M,50.00,KJFK 050051Z 00000KT 10SM BKN065 OVC095 10/07 A2980 RMK AO2 SLP089 T01000072,M
JFK,2020-02-05 01:51,50.00,47.00,89.04,130.00,3.00,0.01,29.79,1008.90,10.00,M,BKN,OVC,M,M,5000.00,6500.00,M,M,-RA,M,M,M,M,M,M,49.27,KJFK 050151Z 13003KT 10SM -RA BKN050 OVC065 10/08 A2979 RMK AO2 RAB13 SLP089 P0001 T01000083,M
JFK,2020-02-05 02:51,50.00,47.00,89.04,210.00,3.00,0.01,29.80,1008.90,10.00,M,OVC,M,M,M,4800.00,M,M,M,-RA,M,M,M,M,M,M,49.27,KJFK 050251Z 21003KT 10SM -RA OVC048 10/08 A2980 RMK AO2 CIG 041 W SLP089 P0001 60002 T01000083 55003,M
JFK,2020-02-05 03:51,50.00,48.00,92.80,0.00,0.00,T,29.78,1008.40,10.00,M,OVC,M,M,M,4800.00,M,M,M,-RA,M,M,M,M,M,M,50.00,KJFK 050351Z 00000KT 10SM -RA OVC048 10/09 A2978 RMK AO2 RAE23B44 SLP084 P0000 T01000089,M
JFK,2020-02-05 04:51,49.00,47.00,92.77,0.00,0.00,0.01,29.78,1008.30,10.00,M,OVC,M,M,M,4600.00,M,M,M,M,M,M,M,M,M,M,48.90,KJFK 050451Z 00000KT 10SM OVC046 09/08 A2978 RMK AO2 RAE09 SLP083 P0001 T00940083 401170039,M
JFK,2020-02-05 05:51,51.00,48.00,89.09,350.00,20.00,0.00,29.78,1008.50,10.00,23.00,BKN,OVC,M,M,4100.00,7500.00,M,M,M,M,M,M,M,M,M,51.10,KJFK 050551Z 35020G23KT 10SM BKN041 OVC075 11/09 A2978 RMK AO2 SLP085 60003 T01060089 10106 20089 55004,M
JFK,2020-02-05 06:22,49.00,45.00,86.33,360.00,18.00,T,29.80,M,10.00,M,BKN,OVC,M,M,1500.00,3900.00,M,M,-RA,M,M,M,M,M,M,42.00,KJFK 050622Z 36018KT 10SM -RA BKN015 OVC039 09/07 A2980 RMK AO2 RAB14 P0000 T00940072,M
JFK,2020-02-05 06:51,46.00,43.00,89.20,360.00,16.00,T,29.81,1009.50,10.00,M,OVC,M,M,M,1800.00,M,M,M,M,M,M,M,M,M,M,38.67,KJFK 050651Z 36016KT 10SM OVC018 08/06 A2981 RMK AO2 RAB14E41 SLP095 P0000 T00780061,M
JFK,2020-02-05 07:01,46.00,43.00,89.20,10.00,11.00,0.00,29.81,M,10.00,M,FEW,OVC,M,M,900.00,2000.00,M,M,M,M,M,M,M,M,M,40.16,KJFK 050701Z 01011KT 10SM FEW009 OVC020 08/06 A2981 RMK AO2 T00780061,M
JFK,2020-02-05 07:51,43.00,39.00,85.66,350.00,18.00,T,29.85,1010.80,10.00,23.00,BKN,OVC,M,M,1100.00,2500.00,M,M,M,M,M,M,M,M,M,34.23,KJFK 050751Z 35018G23KT 10SM BKN011 OVC025 06/04 A2985 RMK AO2 RAB14E26 SLP108 P0000 T00610039,M
JFK,2020-02-05 08:51,41.00,35.00,79.34,360.00,16.00,0.00,29.86,1011.10,10.00,25.00,BKN,OVC,M,M,1400.00,2500.00,M,M,M,M,M,M,M,M,M,32.15,KJFK 050851Z 36016G25KT 10SM BKN014 OVC025 05/02 A2986 RMK AO2 SLP111 60000 T00500017 51026,M
JFK,2020-02-05 09:51,39.00,35.00,85.76,10.00,14.00,T,29.91,1012.80,M,M,SCT,OVC,M,M,1400.00,2500.00,M,M,M,M,M,M,M,M,M,30.19,KJFK 050951Z 01014KT SCT014 OVC025 04/02 A2991 RMK AO2 RAB24RAEMM SLP128 P0000 T00390017 $,M
JFK,2020-02-05 10:36,40.00,35.00,82.80,20.00,9.00,0.00,29.92,M,10.00,M,FEW,OVC,M,M,1400.00,3000.00,M,M,M,M,M,M,M,M,M,33.34,KJFK 051036Z 02009KT 10SM FEW014 OVC030 04/02 A2992 RMK AO2 RAE20 T00440017 PNO $,M
JFK,2020-02-05 10:51,40.00,35.00,82.80,20.00,8.00,0.00,29.93,1013.30,10.00,M,FEW,OVC,M,M,1400.00,3100.00,M,M,M,M,M,M,M,M,M,33.84,KJFK 051051Z 02008KT 10SM FEW014 OVC031 04/02 A2993 RMK AO2 SLP133 RAE20 T00440017 PNO $,M
JFK,2020-02-05 11:51,39.20,33.80,80.79,10.00,11.00,0.00,29.95,M,10.00,M,FEW,BKN,OVC,M,1500.00,3300.00,8000.00,M,M,M,M,M,M,M,M,31.57,KJFK 051151Z 01011KT 10SM FEW015 BKN033 OVC080 04/01 A2995,M
JFK,2020-02-05 12:51,39.20,30.20,69.88,360.00,9.00,0.00,30.00,M,10.00,M,BKN,OVC,M,M,3500.00,8000.00,M,M,M,M,M,M,M,M,M,32.47,KJFK 051251Z 36009KT 10SM BKN035 OVC080 04/M01 A3000 RMK VCSH SW,M
JFK,2020-02-05 13:51,41.00,30.00,64.63,360.00,10.00,T,30.04,1017.20,10.00,M,FEW,OVC,M,M,2200.00,4200.00,M,M,-RA,M,M,M,M,M,M,34.25,KJFK 051351Z 36010KT 10SM -RA FEW022 OVC042 05/M01 A3004 RMK AO2 RAB25 SLP172 P0000 T00501011 $,M
JFK,2020-02-05 14:51,41.00,32.00,70.08,20.00,9.00,T,30.04,1017.30,10.00,M,FEW,OVC,M,M,4500.00,4800.00,M,M,M,M,M,M,M,M,M,34.70,KJFK 051451Z 02009KT 10SM FEW045 OVC048 05/00 A3004 RMK AO2 RAE18 SLP173 P0000 60000 T00500000 $,M
JFK,2020-02-05 15:51,41.00,30.00,64.63,40.00,7.00,0.00,30.06,1017.90,10.00,M,FEW,OVC,M,M,2500.00,4900.00,M,M,M,M,M,M,M,M,M,35.75,KJFK 051551Z 04007KT 10SM FEW025 OVC049 05/M01 A3006 RMK AO2 RAB36E49 SLP179 T00501011 PNO $,M
JFK,2020-02-05 16:51,42.00,28.00,57.08,360.00,9.00,0.00,30.05,1017.60,10.00,M,FEW,OVC,M,M,3200.00,5000.00,M,M,M,M,M,M,M,M,M,36.07,KJFK 051651Z 36009KT 10SM FEW032 OVC050 06/M02 A3005 RMK AO2 PRESFR SLP176 T00561022 PNO $,M
JFK,2020-02-05 17:51,42.00,27.00,54.78,30.00,7.00,0.00,30.05,1017.40,10.00,M,FEW,OVC,M,M,3500.00,5000.00,M,M,M,M,M,M,M,M,M,37.09,KJFK 051751Z 03007KT 10SM FEW035 OVC050 06/M03 A3005 RMK AO2 SLP174 6//// T00561028 50001 $,M
JFK,2020-02-05 18:51,42.00,26.10,52.78,40.00,6.00,0.00,30.05,1017.60,10.00,M,FEW,OVC,M,M,3500.00,4800.00,M,M,M,M,M,M,M,M,M,37.69,KJFK 051851Z 04006KT 10SM FEW035 OVC048 06/M03 A3005 RMK AO2 SLP176 T00561033 $,M
JFK,2020-02-05 19:51,41.00,25.00,52.61,40.00,6.00,0.00,30.05,1017.70,10.00,M,FEW,OVC,M,M,3500.00,4700.00,M,M,M,M,M,M,M,M,M,36.37,KJFK 051951Z 04006KT 10SM FEW035 OVC047 05/M04 A3005 RMK AO2 SLP177 T00501039 $,M
JFK,2020-02-05 20:51,41.00,23.00,48.39,50.00,5.00,0.00,30.06,1018.00,10.00,M,BKN,OVC,M,M,5000.00,7000.00,M,M,M,M,M,M,M,M,M,37.08,KJFK 052051Z 05005KT 10SM BKN050 OVC070 05/M05 A3006 RMK AO2 SLP180 T00501050 53005 $,M
JFK,2020-02-05 21:51,41.00,21.00,44.47,50.00,7.00,0.00,30.08,1018.50,10.00,M,FEW,OVC,M,M,3500.00,5000.00,M,M,M,M,M,M,M,M,M,35.75,KJFK 052151Z 05007KT 10SM FEW035 OVC050 05/M06 A3008 RMK AO2 SLP185 T00501061 $,M
JFK,2020-02-05 22:51,41.00,17.10,37.63,40.00,6.00,0.00,30.07,1018.20,10.00,M,OVC,M,M,M,5500.00,M,M,M,M,M,M,M,M,M,M,36.37,KJFK 052251Z 04006KT 10SM OVC055 05/M08 A3007 RMK AO2 SLP182 T00501083,M
JFK,2020-02-05 23:51,40.00,17.10,39.27,60.00,8.00,0.00,30.08,1018.40,10.00,M,OVC,M,M,M,5000.00,M,M,M,M,M,M,M,M,M,M,33.84,KJFK 052351Z 06008KT 10SM OVC050 04/M08 A3008 RMK AO2 SLP184 T00441083 51005,M
JFK,2020-02-06 00:51,40.00,18.00,40.82,60.00,7.00,0.00,30.09,1018.80,10.00,M,BKN,OVC,M,M,4400.00,6000.00,M,M,M,M,M,M,M,M,M,34.41,KJFK 060051Z 06007KT 10SM BKN044 OVC060 04/M08 A3009 RMK AO2 SLP188 T00441078,M
JFK,2020-02-06 01:51,40.00,19.00,42.62,60.00,7.00,0.00,30.06,1018.00,10.00,M,OVC,M,M,M,4200.00,M,M,M,M,M,M,M,M,M,M,34.41,KJFK 060151Z 06007KT 10SM OVC042 04/M07 A3006 RMK AO2 SLP180 T00441072,M
JFK,2020-02-06 02:51,39.00,21.90,49.93,70.00,6.00,0.00,30.05,1017.50,10.00,M,BKN,OVC,M,M,4600.00,6000.00,M,M,M,M,M,M,M,M,M,33.96,KJFK 060251Z 07006KT 10SM BKN046 OVC060 04/M06 A3005 RMK AO2 SLP175 T00391056 58009,M
JFK,2020-02-06 03:51,39.00,21.90,49.93,80.00,5.00,0.00,30.01,1016.10,10.00,M,OVC,M,M,M,3800.00,M,M,M,M,M,M,M,M,M,M,34.71,KJFK 060351Z 08005KT 10SM OVC038 04/M06 A3001 RMK AO2 SLP161 T00391056,M
JFK,2020-02-06 04:51,39.00,26.10,59.52,80.00,8.00,T,29.96,1014.50,10.00,M,SCT,OVC,M,M,2100.00,3500.00,M,M,-RA,M,M,M,M,M,M,32.74,KJFK 060451Z 08008KT 10SM -RA SCT021 OVC035 04/M03 A2996 RMK AO2 RAB49 SLP145 P0000 T00391033,M
JFK,2020-02-06 05:42,37.00,33.00,85.64,70.00,6.00,0.01,29.93,M,5.00,M,BKN,OVC,M,M,1200.00,2600.00,M,M,RA BR,M,M,M,M,M,M,31.55,KJFK 060542Z 07006KT 5SM RA BR BKN012 OVC026 03/01 A2993 RMK AO2 P0001 T00280006,M
JFK,2020-02-06 05:51,37.00,34.00,88.78,70.00,5.00,0.04,29.93,1013.40,5.00,M,BKN,OVC,M,M,1400.00,2600.00,M,M,RA BR,M,M,M,M,M,M,32.33,KJFK 060551Z 07005KT 5SM RA BR BKN014 OVC026 03/01 A2993 RMK AO2 SLP134 P0004 60004 T00280011 10044 20028 56041,M
JFK,2020-02-06 06:51,38.00,37.00,96.52,80.00,7.00,0.16,29.92,1013.00,5.00,M,OVC,M,M,M,700.00,M,M,M,+RA BR,M,M,M,M,M,M,31.97,KJFK 060651Z 08007KT 5SM +RA BR OVC007 03/03 A2992 RMK AO2 SLP130 P0016 T00330028,M
JFK,2020-02-06 07:51,38.00,37.00,96.52,110.00,8.00,0.21,29.86,1011.20,5.00,M,BKN,BKN,OVC,M,700.00,2200.00,5500.00,M,RA BR,M,M,M,M,M,M,31.38,KJFK 060751Z 11008KT 5SM RA BR BKN007 BKN022 OVC055 03/03 A2986 RMK AO2 SLP112 P0021 T00330028,M
JFK,2020-02-06 08:51,39.00,38.00,95.78,80.00,6.00,0.12,29.82,1009.60,4.00,M,OVC,M,M,M,700.00,M,M,M,RA BR,M,M,M,M,M,M,33.96,KJFK 060851Z 08006KT 4SM RA BR OVC007 04/03 A2982 RMK AO2 SLP096 P0012 60049 T00390033 58038,M
JFK,2020-02-06 09:51,41.00,39.00,92.52,90.00,13.00,0.05,29.72,1006.50,10.00,M,OVC,M,M,M,600.00,M,M,M,M,M,M,M,M,M,M,33.10,KJFK 060951Z 09013KT 10SM OVC006 05/04 A2972 RMK AO2 RAE48 PRESFR SLP065 P0005 T00500039,M
JFK,2020-02-06 10:51,42.00,40.00,91.84,20.00,10.00,0.01,29.75,1007.30,6.00,M,OVC,M,M,M,600.00,M,M,M,-RA BR,M,M,M,M,M,M,35.63,KJFK 061051Z 02010KT 6SM -RA BR OVC006 06/04 A2975 RMK AO2 RAB28 SLP073 P0001 T00560044,M
JFK,2020-02-06 11:14,41.00,40.00,95.82,30.00,10.00,0.03,29.73,M,2.50,M,BKN,OVC,M,M,600.00,1400.00,M,M,-RA BR,M,M,M,M,M,M,34.25,KJFK 061114Z 03010KT 2 1/2SM -RA BR BKN006 OVC014 05/04 A2973 RMK AO2 P0003 T00500044,M
JFK,2020-02-06 11:51,41.00,40.00,95.82,40.00,8.00,0.05,29.71,1005.80,2.00,M,BKN,OVC,M,M,500.00,1400.00,M,M,-RA BR,M,M,M,M,M,M,35.20,KJFK 061151Z 04008KT 2SM -RA BR BKN005 OVC014 05/04 A2971 RMK AO2 SFC VIS 3 SLP058 P0005 60060 7//// T00500044 10056 20028 56038,M
JFK,2020-02-06 12:31,40.00,39.00,96.55,30.00,8.00,0.01,29.67,M,2.00,M,OVC,M,M,M,400.00,M,M,M,-RA BR,M,M,M,M,M,M,33.84,KJFK 061231Z 03008KT 2SM -RA BR OVC004 04/04 A2967 RMK AO2 SFC VIS 2 1/2 P0001 T00440039,M
JFK,2020-02-06 12:51,41.00,40.00,95.82,50.00,10.00,0.01,29.65,1004.10,2.00,M,BKN,OVC,M,M,500.00,1200.00,M,M,-DZ BR,M,M,M,M,M,M,34.25,KJFK 061251Z 05010KT 2SM -DZ BR BKN005 OVC012 05/04 A2965 RMK AO2 SFC VIS 3 RAE49DZB49 SLP041 P0001 T00500044,M
JFK,2020-02-06 13:51,42.00,40.00,91.84,350.00,6.00,T,29.68,1005.10,2.50,M,OVC,M,M,M,500.00,M,M,M,-DZ BR,M,M,M,M,M,M,37.69,KJFK 061351Z 35006KT 2 1/2SM -DZ BR OVC005 06/04 A2968 RMK AO2 SFC VIS 4 SLP051 P0000 T00560044,M
JFK,2020-02-06 14:51,41.00,40.00,95.82,360.00,8.00,T,29.66,1004.40,2.50,M,OVC,M,M,M,500.00,M,M,M,-DZ BR,M,M,M,M,M,M,35.20,KJFK 061451Z 36008KT 2 1/2SM -DZ BR OVC005 05/04 A2966 RMK AO2 SLP044 P0000 60001 T00500044 56015,M
JFK,2020-02-06 15:00,41.00,40.00,95.82,20.00,10.00,T,29.66,M,2.50,M,OVC,M,M,M,400.00,M,M,M,-DZ BR,M,M,M,M,M,M,34.25,KJFK 061500Z 02010KT 2 1/2SM -DZ BR OVC004 05/04 A2966 RMK AO2 SFC VIS 4 P0000 T00500044,M
JFK,2020-02-06 15:51,42.00,41.00,95.84,20.00,6.00,T,29.65,1003.90,2.50,M,OVC,M,M,M,400.00,M,M,M,BR,M,M,M,M,M,M,37.69,KJFK 061551Z 02006KT 2 1/2SM BR OVC004 06/05 A2965 RMK AO2 SFC VIS 5 DZE25RAB25E37 SLP039 P0000 T00560050,M
